x,y,u_exact,v_exact,p_exact
0.049087385212340517,0.53996123733574564,0.038081664481440416,-0.46461907070165276,-0.3001838365150214
0.14726215563702155,0.53996123733574564,0.1138782461978096,-0.46014453506417607,-0.2923558717661951
0.24543692606170259,0.53996123733574564,0.18857811815111214,-0.45123855601344165,-0.27700076656386674
0.34361169648638362,0.53996123733574564,0.26146187973933399,-0.4379869029962114,-0.25470860898971953
0.44178646691106466,0.53996123733574564,0.33182762049606374,-0.42051719667513154,-0.22633607415774198
0.53996123733574564,0.53996123733574564,0.3989976798719872,-0.3989976798719872,-0.19297350267002619
0.63813600776042678,0.53996123733574564,0.46232517347642499,-0.37363559729735701,-0.15590299943889932
0.73631077818510771,0.53996123733574564,0.52120022292763668,-0.34467519967075938,-0.11654916311415597
0.83448554860978885,0.53996123733574564,0.57505582931503163,-0.31239539145270195,-0.076424339555870247
0.93266031903446978,0.53996123733574564,0.62337333370862957,-0.27710704484226312,-0.037070503231126921
1.0308350894591509,0.53996123733574564,0.66568741212808613,-0.23915000590787347,-2.2724343325896729e-17
1.1290098598838318,0.53996123733574564,0.70159055686699301,-0.19888982168389974,0.033362571487715778
1.227184630308513,0.53996123733574564,0.73073700101485972,-0.15671421975287389,0.061735106319693353
1.3253594007331939,0.53996123733574564,0.75284604838147506,-0.11302937421692115,0.084027263893840534
1.4235341711578751,0.53996123733574564,0.76770477675466375,-0.068255994019118291,0.099382369096168918
1.521708941582556,0.53996123733574564,0.77517008845758495,-0.022825271286389635,0.1072103338449952
1.6198837120072371,0.53996123733574564,0.77517008845758495,0.022825271286389576,0.10721033384499523
1.7180584824319181,0.53996123733574564,0.76770477675466375,0.068255994019118249,0.099382369096168946
1.8162332528565992,0.53996123733574564,0.75284604838147506,0.11302937421692111,0.084027263893840548
1.9144080232812801,0.53996123733574564,0.73073700101485972,0.15671421975287383,0.061735106319693374
2.012582793705961,0.53996123733574564,0.70159055686699312,0.1988898216838996,0.033362571487715868
2.1107575641306422,0.53996123733574564,0.66568741212808613,0.23915000590787347,2.2724343325896729e-17
2.2089323345553233,0.53996123733574564,0.62337333370862968,0.27710704484226306,-0.037070503231126865
2.3071071049800045,0.53996123733574564,0.57505582931503163,0.31239539145270201,-0.076424339555870288
2.4052818754046852,0.53996123733574564,0.5212002229276369,0.34467519967075921,-0.11654916311415583
2.5034566458293663,0.53996123733574564,0.4623251734764251,0.37363559729735696,-0.15590299943889926
2.6016314162540475,0.53996123733574564,0.39899767987198731,0.39899767987198714,-0.19297350267002614
2.6998061866787286,0.53996123733574564,0.33182762049606368,0.42051719667513154,-0.22633607415774201
2.7979809571034093,0.53996123733574564,0.26146187973933427,0.43798690299621135,-0.25470860898971948
2.8961557275280905,0.53996123733574564,0.18857811815111228,0.45123855601344165,-0.27700076656386668
2.9943304979527716,0.53996123733574564,0.11387824619780963,0.46014453506417607,-0.2923558717661951
3.0925052683774528,0.53996123733574564,0.038081664481440382,0.46461907070165276,-0.3001838365150214
3.1906800388021335,0.53996123733574564,-0.038081664481440188,0.46461907070165276,-0.3001838365150214
3.2888548092268146,0.53996123733574564,-0.11387824619780945,0.46014453506417607,-0.29235587176619515
