Picked up JAVA_TOOL_OPTIONS: -Dfile.encoding=UTF-8
启动本地服务器：starccm+.bat -server -new 
Serial process 28364

Simcenter STAR-CCM+ 2402 Build 19.02.009 (win64/clang15.0vc14.2-r8)

License build date: 16 February 2023
This version of the code requires license version 2024.02 or greater.
Checking license file: C:\Users\Kogami\license.dat
Checking license file: C:/Users/Kogami/license.dat
Checking license file: D:\STAR CCM\17.04.008-R8\license.dat
Unable to list features for license file D:\STAR CCM\17.04.008-R8\license.dat.
1 copy of ccmpsuite checked out from C:\Users\Kogami\license.dat
Feature ccmpsuite does not expire
Mon Sep 21 20:28:27 2026

Server::start -host Jerry:47828
正在播放宏： C:\Users\Kogami\cb_dl\tmr\run2\tmrbc137.java
tmrbc137.java:73: 警告: [deprecation] star.common.ContinuumManager中的setContinuum(java.util.List<star.common.Region>,star.common.Continuum)已过时
        sim.getContinuumManager().setContinuum(rl, pc);
                                 ^

T-START TMRBC137
Loading module: Mapping


Importing C:/Users/Kogami/cb_dl/tmr/grid_struct_137x97_vol.cgns
Loading module: CaeIOCgns
Reading C:\Users\Kogami\cb_dl\tmr\grid_struct_137x97_vol.cgns...
Reading faces : 52456
Re-Reading faces : 52456
Number of faces: 26576
   Reading boundary: Base:Zone   1:default
Processing mesh
Finished reading C:\Users\Kogami\cb_dl\tmr\grid_struct_137x97_vol.cgns
Reordering
Finished importing
Imported coordinate extents (m)
X extents: [-0.33333, 2.0]
   Y extents: [-1.0, 0.0]
   Z extents: [0.0, 1.0]

INFO: No CGNS units information found for base node 1
Splitting default into 6 pieces...
Created new boundary default 2 with 96 faces
Created new boundary default 3 with 96 faces
Created new boundary default 4 with 136 faces
Created new boundary default 5 with 136 faces
Created new boundary default 6 with 13056 faces
Boundary default left with 13056 faces.
Reading material property database "C:\Program Files\Siemens\19.02.009-R8\STAR-CCM+19.02.009-R8\star\data\props.mdb"...
Loading module: SegregatedFlowModel
Loading module: SegregatedEnergyModel
Loading module: KwTurbModel
Created new boundary default 4 2 with 24 faces
Boundary default 4 left with 112 faces.
T-SET INLET 速度幅值 = 50.0
T-SET INLET 湍流强度 = 3.873E-4
T-SET INLET 湍流粘度比 = 0.009
T-SET IC 湍流强度 = 0.0193649
T-SET IC 湍流粘度比 = 0.009
T-SET IC 湍流速度比例 = 1.0
T-SET IC 速度 = (50,0,0)
T-SETUP-DONE
Initialization of star.flow.EffectiveViscosityModel requires an additional pass...
Initialization of star.flow.EffectiveViscositySolver requires an additional pass...
T-INIT-IT 0
T-K-IN = 5.624990280150001E-4
T-OMEGA-IN = 3989.5447697012337
T-TVR-IN = 0.008999999999999998
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
             1   1.000000e+00   1.000000e+00   1.000000e+00   1.000000e+00   0.000000e+00   1.000000e+00   1.000000e+00 
             2   1.298158e-01   1.000000e+00   1.000000e+00   1.000000e+00   0.000000e+00   9.927755e-01   1.000000e+00 
             3   4.399677e-02   2.772748e-01   3.839940e-01   6.694482e-01   0.000000e+00   8.593125e-01   5.530513e-01 
             4   2.975279e-02   1.518955e-01   1.821251e-01   4.685035e-01   0.000000e+00   7.698488e-01   2.808171e-01 
             5   2.831981e-02   1.033534e-01   9.459707e-02   3.548987e-01   0.000000e+00   7.024096e-01   1.099659e-01 
             6   2.773814e-02   9.443200e-02   5.330065e-02   2.827289e-01   0.000000e+00   6.478626e-01   3.937616e-02 
             7   2.822624e-02   9.257944e-02   3.146984e-02   2.336196e-01   0.000000e+00   6.028335e-01   1.277778e-02 
             8   3.156198e-02   8.862720e-02   2.286763e-02   1.976186e-01   0.000000e+00   5.714833e-01   3.877917e-03 
             9   3.508694e-02   8.186014e-02   1.450219e-02   1.743375e-01   0.000000e+00   5.669210e-01   1.234224e-03 
            10   3.063198e-02   7.521187e-02   8.945383e-03   1.593333e-01   0.000000e+00   6.119749e-01   4.345380e-04 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            11   3.642073e-02   6.916275e-02   7.045657e-03   1.474522e-01   0.000000e+00   7.129199e-01   1.552428e-04 
            12   3.315826e-02   6.355857e-02   5.388812e-03   1.359690e-01   0.000000e+00   9.007017e-01   1.033884e-04 
            13   2.887630e-02   5.979919e-02   5.218670e-03   1.252688e-01   0.000000e+00   1.143957e+00   2.915000e-04 
            14   2.729871e-02   5.621057e-02   5.157447e-03   1.158124e-01   0.000000e+00   1.440269e+00   6.380370e-04 
            15   2.608251e-02   5.246553e-02   3.790471e-03   1.073613e-01   0.000000e+00   1.746027e+00   4.430419e-03 
            16   2.622866e-02   4.949200e-02   3.362720e-03   1.004955e-01   0.000000e+00   1.936071e+00   8.830382e-03 
            17   3.000039e-02   4.732123e-02   3.615625e-03   9.513363e-02   0.000000e+00   2.192330e+00   4.731020e-03 
            18   3.047107e-02   4.592662e-02   3.878863e-03   9.150952e-02   0.000000e+00   2.601839e+00   2.044107e-03 
            19   2.993049e-02   4.548998e-02   3.922839e-03   8.924156e-02   0.000000e+00   3.068549e+00   8.970957e-04 
            20   3.308299e-02   4.613581e-02   4.470175e-03   8.787105e-02   0.000000e+00   3.999608e+00   4.397766e-04 
     Iteration     Continuity     X-momentum     Y-momentum     Z-momentum         Energy            Tke            Sdr 
            21   3.694571e-02   4.775009e-02   4.427388e-03   8.731745e-02   0.000000e+00   5.357317e+00   2.461430e-04 
